34519.656722192,1099.84093925819,193077.057163361,598226.61291558,30438.7720503872,969.856327286152,204289.215149224,632527.263175288,29705.8271742425,946.510517960307,211015.846457246,653126.16240315,28801.8091594016,917.71567527319,218289.053308329,675401.801928737,26808.7592343487,854.232896473437,233567.444606915,722209.217129709,26157.2727973213,833.481632831705,240971.698744113,745096.341420722,25631.6115023093,816.737975149205,249973.251633113,772586.767154372,24132.9449012817,768.999947472431,265565.040317928,820661.364906096
40781.4739371019,660.16011236786,234037.620170437,722886.217485746,34557.4098586368,778.166279349454,229017.628454038,707933.241094008,31819.5659841613,816.269950964102,228276.712934776,705617.631864112,30242.3301454696,870.010483739665,227436.025267231,703153.672011608,26051.5729552499,910.22719549727,225155.117173603,696551.083944768,24200.4268186118,919.524792820054,223774.414089571,692548.080155277,22353.0917827008,917.239068759704,223252.13486395,690991.584362256,18867.2938171423,887.782037389984,221159.707176042,684926.165451721
6290.17673372357,200.673579971862,200760.16777617,621942.478162085,15519.5516452766,494.648297219624,216874.903257457,671694.474283751,20584.6740896473,655.982926943536,221245.500491014,684915.67639939,24511.902268779,781.073268017678,224124.381476363,693494.487207634,30274.0882034484,964.610804621881,226648.554661035,700892.380783951,33949.8006241195,1081.68984354274,229340.906042319,708905.582220609,35756.4429739613,1139.235137092,231360.630418365,714746.796692342,39779.9184746766,1267.39114864285,234797.596301936,724916.149460519
23523.1843507322,749.580560480206,223945.186642919,692745.781932319,26093.0327574468,831.435544499678,225174.670359532,696419.810524667,26830.7564163382,854.933568126889,225162.937055943,696505.370609438,27636.9707296628,880.613160640515,226101.68584777,699231.804666144,28814.8239313956,918.130220027368,226696.053200495,701044.75162141,28998.2820803965,923.973741404429,226343.999424584,700075.398360063,29334.4762296622,934.682220079049,226613.073759377,700893.260214223,30240.8757480689,963.552918449651,227509.66718363,703567.551473345
28633.1068781364,463.55364895061,227023.596927176,702063.251242452,28407.6875580726,639.72644219239,226440.352988058,700333.006015966,28311.1897897506,726.297560850028,226378.148686691,700121.72375707,28097.2982534901,808.322664285706,225987.622854815,699008.725136223,28015.1640569532,978.807635369008,225288.314482152,696981.696274135,28052.2466271233,1065.81896045872,225941.086173588,698825.095594727,27963.4929856304,1147.35396193292,225833.702027531,698468.050778463,27699.9217748878,1303.17304513588,225242.462322773,696732.017619904
33368.2889744647,1063.16749241266,252463.303066818,781026.413740431,30682.348215874,977.614727952512,238337.600911466,737368.162597679,30142.945368225,960.433632543721,234025.976193422,723873.032151253,28702.6855967242,914.55838197303,229606.073999781,710154.310899377,27421.8492624417,873.761097545752,223074.255877742,689855.629251566,26740.0568816597,852.044601082105,220470.487803933,681788.890241209,26334.9611976408,839.141466309547,217588.540866715,672946.341470138,25430.6090296653,810.335980658313,212871.523162721,658380.841013755
29528.292535307,940.85566935944,232501.614070097,718644.600099777,29106.5225290651,927.421422997852,229953.54723757,710889.609627074,28585.1647157039,910.815099047929,228173.602996446,705578.768539871,28556.5178747447,909.902638026092,227318.436425848,702971.543813666,27907.1514959262,889.218976716352,224972.518703738,695894.678305652,27632.2281505154,880.462099941389,223847.523709087,692518.442570897,27263.163737096,868.70663556196,223114.873600192,690260.389760546,26977.4457212001,859.605926265801,221807.538646259,686228.48514184
30085.4127615055,958.601100325021,224961.39901618,696814.987196114,28695.4571161256,914.328140111081,225594.486138073,697922.285493509,28321.6530127471,902.421706745319,226158.581249293,699478.956560484,28481.9334681703,907.526970545966,225842.713828641,698595.734411628,27986.8660531738,891.758050071332,226064.648978697,699160.249589286,27921.2278883431,889.667338853852,226108.094458664,699301.069207192,27817.2596985392,886.355737104113,226299.410940674,699846.321180922,27921.2278883431,889.667338853852,226108.094458664,699301.069207192
41562.6898806215,1324.17609429727,213139.471820375,658226.49468807,35697.4798605106,1137.35703512199,217203.431895857,671372.780903194,33232.4466992199,1058.8406347461,220142.866573588,680566.169734726,30729.9967422298,979.132431832681,223588.053275393,691285.951834871,25323.2750778206,806.917172627149,230294.862593847,712406.358392463,22882.648203899,729.178162362103,230424.669004219,712912.306662024,21150.0975180798,673.992842298558,232729.61748602,720178.409835156,16859.8423041821,537.339346497484,234273.329174348,725087.988146891
29766.160353847,948.432251231364,228437.171469663,706992.93868854,29122.1615113007,927.919557024501,227159.013674493,702840.188972304,28620.951170962,911.95497173025,226299.741698253,699949.263840022,28304.4383139839,901.873383007712,226105.090041267,699343.506617611,27858.012654635,887.653802993658,226124.651813247,699348.257667753,27839.2666727721,887.056704721908,225998.640722316,699006.126058602,27916.117839872,889.504573242553,226046.402407421,699125.246861151,27845.5653760448,887.257331440592,226133.07522232,699389.264383613
