Parameter,-50%,,,,-30%,,,,-20%,,,,-10%,,,,+10%,,,,+20%,,,,+30%,,,,+50%,,,,
numTeams,186199.75346968058,5931.165533836728,810925.9316470562,11071.33,181975.96625539704,5796.629181773896,723488.464826873,9389.63,179216.14004152786,5708.723012922998,691390.04042228,8716.62,179088.28022106778,5704.650413300991,708165.4766962279,8806.54,177630.00066690243,5658.201195393917,728485.7692740236,8731.12,176447.88460958336,5620.54835569153,735581.6551274776,8636.5,175825.4401996571,5600.722214733075,737309.5004624235,8581.76,173904.18987167103,5539.52642082922,739450.0308085089,8412.5,
