Parameter,-50%,,,,-30%,,,,-20%,,,,-10%,,,,+10%,,,,+20%,,,,+30%,,,,+50%,,,
interventionLeadTime,152327.2288719,4852.255614516,750016.229330275,9037.14,163392.432255796,5204.70521341,742326.012042438,8959.2,169745.224983844,5407.05479261422,733475.96393441,8873.35,172681.720416753,5500.58824168038,731441.851366318,8845.55,180735.390497877,5757.11428005588,720940.812724097,8748.9,185212.193584204,5899.70971148287,714649.866155381,8682.37,187089.297177196,5959.49934070617,710160.305392357,8630.7,192162.926280012,6121.10491417978,699835.944777867,8534.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migrationIntensity,168233.70916051,5358.90988876823,759658.969868793,9645.76,173370.124959093,5522.51534901155,743147.205934058,9232.77,175857.323820735,5601.73777371556,734414.420787006,9044.81,175713.784312106,5597.16574374655,732080.253324585,8933.42,178119.786272856,5673.8018792983,720103.174051531,8664.1,178114.846880931,5673.64454947795,717312.200360762,8573.57,178065.19806903,5672.0631322249,714656.798479593,8490.84,177983.926140763,5669.47445335924,711209.394102597,8369.03
maxDistance,173313.863214852,5520.72329711432,742765.066082785,9110.42,175600.764719745,5593.56583663919,731537.667612203,8860.25,176530.054555712,5623.1656385459,727511.863619621,8782.29,177401.008584402,5650.90732439764,724792.842492259,8761.72,176448.235808844,5620.55954183363,727108.648335592,8835.62,174812.002693535,5568.44213488963,727404.084664115,8855.23,173202.74912959,5517.18408236332,727731.243480787,8887.2,169703.152330139,5405.71469002868,729121.548562891,8947.78
populationMultiplier,78044.5929290849,2486.20012207351,435975.904349456,5529.28,117837.303020647,3753.68018815595,558395.153867189,6910.99,137546.465551494,4381.45775238368,616312.945524623,7560.31,157640.982793889,5021.5096604723,670607.906579404,8172.1,198921.764803852,6336.38789119613,778436.790631046,9379.83,217451.741684048,6926.60595428177,836068.459645794,10023.32,238615.465403254,7600.71429762906,891465.642327715,10646.53,278844.972649046,8882.10725212594,1008019.55751568,11931.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
droneVaccineCapacity,184619.148745589,5880.82000628363,646313.037680478,12910.61,182021.740493706,5798.08718554381,676274.11416971,10694.04,180902.937579318,5762.45100050011,692765.158597116,9937.55,179576.414860393,5720.19851030528,708977.434029256,9318.76,176951.655334943,5636.59449462849,739514.557032227,8318.45,175808.802002344,5600.1922539406,756436.93750167,7934.22,174571.457209632,5560.78026493446,770800.316508459,7586.75,172144.832631957,5483.48725670497,798169.635134892,6980.26
numberOfDrones,185971.010443731,5923.87959501683,636067.536516876,5872.26,183377.559138504,5841.27281143317,664363.443926301,7040.91,180807.90640799,5759.42406126929,694074.539114379,7977.21,180722.899247461,5756.7164075133,694007.834266989,7966.32,178215.120325218,5676.83846587158,724411.465891594,8783.47,175865.589791869,5602.00106241145,753451.264512167,9497.72,175855.670184022,5601.68510240194,753104.158028327,9490.53,173212.912632619,5517.50781226795,779763.121848575,10088.63
droneSpeed,182555.344097579,5815.08356310439,671218.14501096,7302.8,180521.518834994,5750.30202517884,696592.101859967,8044.42,179676.964832364,5723.40123472456,707265.597467819,8326.02,178840.864270012,5696.76970379213,715457.299602672,8565.85,177691.438860636,5660.15812890871,733369.079270226,8999.32,177031.355762812,5639.13311798388,739304.451365176,9142.5,176510.565472098,5622.54487086977,746447.950700838,9317.5,175714.373751194,5597.18451899707,757009.112148678,9561.88
flightLaunchTime,174194.696211479,5548.77964842393,767496.834881191,9818.88,176036.009196012,5607.42927263792,748178.271028856,9360.67,176869.057831506,5633.96359343425,739994.129443339,9157.01,177634.325167334,5658.33893972282,733278.575193542,8988.27,178688.832436125,5691.92717565977,717379.130854508,8606.25,179374.854446209,5713.77839454865,712322.56049689,8474.02,179866.061356083,5729.42434983458,706559.157317461,8315.74,180732.71204393,5757.02896539011,695685.519986911,8016.88
