,% parameter change from base,0.5,0.7,0.8,0.9,1,1.1,1.2,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,
,Actual parameter value,7,10,12,13,15,16,18,19,22,,,,,,,,,,,,,,,,,,,,,,,
,rural,0.761443867295545,0.862791817004226,0.915356868593013,0.943001649056541,1,1.02542630676965,1.0759008206153,1.09992874775588,1.17036508168657,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,% parameter change from base,0.5,0.7,0.8,0.9,1,1.1,1.2,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,
,Actual parameter value,7,10,12,13,15,16,18,19,22,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regression results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monocentric,slope,0.014878934358377,,intercept,0.767424053773312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycentric,slope,0.003759369391041,,intercept,0.94235342605484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,slope,0.005629203481498,,intercept,0.912042535613728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rural,slope,0.027041025324392,,intercept,0.587199979550772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
